,BINs,Type,Score,S_EUI,BBL,ZIP,ED_Visits,UnitsTotal,YearBuilt,Tract2010,XCoord,YCoord,avg,Id,Id2,code,med_inc
1629,,,,,,12108.0,,,,,,,,8600000US12108,12108.0,ZCTA5 12108,64750.0
1630,,,,,,12110.0,,,,,,,,8600000US12110,12110.0,ZCTA5 12110,73997.0
1631,,,,,,12115.0,,,,,,,,8600000US12115,12115.0,ZCTA5 12115,67083.0
1632,,,,,,12116.0,,,,,,,,8600000US12116,12116.0,ZCTA5 12116,46458.0
1633,,,,,,12117.0,,,,,,,,8600000US12117,12117.0,ZCTA5 12117,54420.0
1634,,,,,,12118.0,,,,,,,,8600000US12118,12118.0,ZCTA5 12118,63750.0
1635,,,,,,12120.0,,,,,,,,8600000US12120,12120.0,ZCTA5 12120,56250.0
1636,,,,,,12121.0,,,,,,,,8600000US12121,12121.0,ZCTA5 12121,67243.0
1637,,,,,,12122.0,,,,,,,,8600000US12122,12122.0,ZCTA5 12122,44738.0
1638,,,,,,12123.0,,,,,,,,8600000US12123,12123.0,ZCTA5 12123,70331.0
1639,,,,,,12124.0,,,,,,,,8600000US12124,12124.0,ZCTA5 12124,108977.0
1640,,,,,,12125.0,,,,,,,,8600000US12125,12125.0,ZCTA5 12125,51741.0
1641,,,,,,12130.0,,,,,,,,8600000US12130,12130.0,ZCTA5 12130,89750.0
1642,,,,,,12131.0,,,,,,,,8600000US12131,12131.0,ZCTA5 12131,58750.0
1643,,,,,,12132.0,,,,,,,,8600000US12132,12132.0,ZCTA5 12132,61150.0
1644,,,,,,12134.0,,,,,,,,8600000US12134,12134.0,ZCTA5 12134,53214.0
1645,,,,,,12136.0,,,,,,,,8600000US12136,12136.0,ZCTA5 12136,89276.0
1646,,,,,,12137.0,,,,,,,,8600000US12137,12137.0,ZCTA5 12137,61563.0
1647,,,,,,12138.0,,,,,,,,8600000US12138,12138.0,ZCTA5 12138,61296.0
1648,,,,,,12139.0,,,,,,,,8600000US12139,12139.0,ZCTA5 12139,50625.0
1649,,,,,,12140.0,,,,,,,,8600000US12140,12140.0,ZCTA5 12140,82564.0
1650,,,,,,12143.0,,,,,,,,8600000US12143,12143.0,ZCTA5 12143,49803.0
1651,,,,,,12144.0,,,,,,,,8600000US12144,12144.0,ZCTA5 12144,63286.0
1652,,,,,,12147.0,,,,,,,,8600000US12147,12147.0,ZCTA5 12147,63000.0
1653,,,,,,12148.0,,,,,,,,8600000US12148,12148.0,ZCTA5 12148,101307.0
1654,,,,,,12149.0,,,,,,,,8600000US12149,12149.0,ZCTA5 12149,51000.0
1655,,,,,,12150.0,,,,,,,,8600000US12150,12150.0,ZCTA5 12150,64286.0
1656,,,,,,12151.0,,,,,,,,8600000US12151,12151.0,ZCTA5 12151,72321.0
1657,,,,,,12153.0,,,,,,,,8600000US12153,12153.0,ZCTA5 12153,87393.0
1658,,,,,,12154.0,,,,,,,,8600000US12154,12154.0,ZCTA5 12154,66579.0
1659,,,,,,12155.0,,,,,,,,8600000US12155,12155.0,ZCTA5 12155,51304.0
1660,,,,,,12156.0,,,,,,,,8600000US12156,12156.0,ZCTA5 12156,78170.0
1661,,,,,,12157.0,,,,,,,,8600000US12157,12157.0,ZCTA5 12157,53929.0
1662,,,,,,12158.0,,,,,,,,8600000US12158,12158.0,ZCTA5 12158,81006.0
1663,,,,,,12159.0,,,,,,,,8600000US12159,12159.0,ZCTA5 12159,87927.0
1664,,,,,,12160.0,,,,,,,,8600000US12160,12160.0,ZCTA5 12160,58333.0
1665,,,,,,12161.0,,,,,,,,8600000US12161,12161.0,ZCTA5 12161,
1666,,,,,,12164.0,,,,,,,,8600000US12164,12164.0,ZCTA5 12164,58125.0
1667,,,,,,12165.0,,,,,,,,8600000US12165,12165.0,ZCTA5 12165,105833.0
1668,,,,,,12166.0,,,,,,,,8600000US12166,12166.0,ZCTA5 12166,43646.0
1669,,,,,,12167.0,,,,,,,,8600000US12167,12167.0,ZCTA5 12167,46875.0
1670,,,,,,12168.0,,,,,,,,8600000US12168,12168.0,ZCTA5 12168,60417.0
1671,,,,,,12169.0,,,,,,,,8600000US12169,12169.0,ZCTA5 12169,50938.0
1672,,,,,,12170.0,,,,,,,,8600000US12170,12170.0,ZCTA5 12170,66450.0
1673,,,,,,12172.0,,,,,,,,8600000US12172,12172.0,ZCTA5 12172,46806.0
1674,,,,,,12173.0,,,,,,,,8600000US12173,12173.0,ZCTA5 12173,68857.0
1675,,,,,,12174.0,,,,,,,,8600000US12174,12174.0,ZCTA5 12174,57917.0
1676,,,,,,12175.0,,,,,,,,8600000US12175,12175.0,ZCTA5 12175,48456.0
1677,,,,,,12176.0,,,,,,,,8600000US12176,12176.0,ZCTA5 12176,75760.0
1678,,,,,,12177.0,,,,,,,,8600000US12177,12177.0,ZCTA5 12177,70250.0
1679,,,,,,12180.0,,,,,,,,8600000US12180,12180.0,ZCTA5 12180,49283.0
1680,,,,,,12182.0,,,,,,,,8600000US12182,12182.0,ZCTA5 12182,40327.0
1681,,,,,,12183.0,,,,,,,,8600000US12183,12183.0,ZCTA5 12183,55000.0
1682,,,,,,12184.0,,,,,,,,8600000US12184,12184.0,ZCTA5 12184,77500.0
1683,,,,,,12185.0,,,,,,,,8600000US12185,12185.0,ZCTA5 12185,72400.0
1684,,,,,,12186.0,,,,,,,,8600000US12186,12186.0,ZCTA5 12186,86648.0
1685,,,,,,12187.0,,,,,,,,8600000US12187,12187.0,ZCTA5 12187,49464.0
1686,,,,,,12188.0,,,,,,,,8600000US12188,12188.0,ZCTA5 12188,62439.0
1687,,,,,,12189.0,,,,,,,,8600000US12189,12189.0,ZCTA5 12189,49157.0
1688,,,,,,12190.0,,,,,,,,8600000US12190,12190.0,ZCTA5 12190,43000.0
1689,,,,,,12192.0,,,,,,,,8600000US12192,12192.0,ZCTA5 12192,63462.0
1690,,,,,,12193.0,,,,,,,,8600000US12193,12193.0,ZCTA5 12193,76786.0
1691,,,,,,12194.0,,,,,,,,8600000US12194,12194.0,ZCTA5 12194,61250.0
1692,,,,,,12195.0,,,,,,,,8600000US12195,12195.0,ZCTA5 12195,
1693,,,,,,12196.0,,,,,,,,8600000US12196,12196.0,ZCTA5 12196,92500.0
1694,,,,,,12197.0,,,,,,,,8600000US12197,12197.0,ZCTA5 12197,44250.0
1695,,,,,,12198.0,,,,,,,,8600000US12198,12198.0,ZCTA5 12198,82899.0
1696,,,,,,12202.0,,,,,,,,8600000US12202,12202.0,ZCTA5 12202,25952.0
1697,,,,,,12203.0,,,,,,,,8600000US12203,12203.0,ZCTA5 12203,51842.0
1698,,,,,,12204.0,,,,,,,,8600000US12204,12204.0,ZCTA5 12204,49408.0
1699,,,,,,12205.0,,,,,,,,8600000US12205,12205.0,ZCTA5 12205,64161.0
1700,,,,,,12206.0,,,,,,,,8600000US12206,12206.0,ZCTA5 12206,28239.0
1701,,,,,,12207.0,,,,,,,,8600000US12207,12207.0,ZCTA5 12207,10675.0
1702,,,,,,12208.0,,,,,,,,8600000US12208,12208.0,ZCTA5 12208,56018.0
1703,,,,,,12209.0,,,,,,,,8600000US12209,12209.0,ZCTA5 12209,52788.0
1704,,,,,,12210.0,,,,,,,,8600000US12210,12210.0,ZCTA5 12210,43535.0
1705,,,,,,12211.0,,,,,,,,8600000US12211,12211.0,ZCTA5 12211,90734.0
1706,,,,,,12222.0,,,,,,,,8600000US12222,12222.0,ZCTA5 12222,
1707,,,,,,12302.0,,,,,,,,8600000US12302,12302.0,ZCTA5 12302,66437.0
1708,,,,,,12303.0,,,,,,,,8600000US12303,12303.0,ZCTA5 12303,62402.0
1709,,,,,,12304.0,,,,,,,,8600000US12304,12304.0,ZCTA5 12304,48427.0
1710,,,,,,12305.0,,,,,,,,8600000US12305,12305.0,ZCTA5 12305,25552.0
1711,,,,,,12306.0,,,,,,,,8600000US12306,12306.0,ZCTA5 12306,59816.0
1712,,,,,,12307.0,,,,,,,,8600000US12307,12307.0,ZCTA5 12307,17772.0
1713,,,,,,12308.0,,,,,,,,8600000US12308,12308.0,ZCTA5 12308,43908.0
1714,,,,,,12309.0,,,,,,,,8600000US12309,12309.0,ZCTA5 12309,92904.0
1715,,,,,,12401.0,,,,,,,,8600000US12401,12401.0,ZCTA5 12401,46071.0
1716,,,,,,12404.0,,,,,,,,8600000US12404,12404.0,ZCTA5 12404,71615.0
1717,,,,,,12405.0,,,,,,,,8600000US12405,12405.0,ZCTA5 12405,44485.0
1718,,,,,,12406.0,,,,,,,,8600000US12406,12406.0,ZCTA5 12406,41111.0
1719,,,,,,12407.0,,,,,,,,8600000US12407,12407.0,ZCTA5 12407,70833.0
1720,,,,,,12409.0,,,,,,,,8600000US12409,12409.0,ZCTA5 12409,65625.0
1721,,,,,,12410.0,,,,,,,,8600000US12410,12410.0,ZCTA5 12410,60469.0
1722,,,,,,12411.0,,,,,,,,8600000US12411,12411.0,ZCTA5 12411,81518.0
1723,,,,,,12412.0,,,,,,,,8600000US12412,12412.0,ZCTA5 12412,50568.0
1724,,,,,,12413.0,,,,,,,,8600000US12413,12413.0,ZCTA5 12413,33468.0
1725,,,,,,12414.0,,,,,,,,8600000US12414,12414.0,ZCTA5 12414,46925.0
1726,,,,,,12416.0,,,,,,,,8600000US12416,12416.0,ZCTA5 12416,25050.0
1727,,,,,,12417.0,,,,,,,,8600000US12417,12417.0,ZCTA5 12417,50549.0
1728,,,,,,12418.0,,,,,,,,8600000US12418,12418.0,ZCTA5 12418,63393.0
1729,,,,,,12419.0,,,,,,,,8600000US12419,12419.0,ZCTA5 12419,55893.0
1730,,,,,,12420.0,,,,,,,,8600000US12420,12420.0,ZCTA5 12420,86466.0
1731,,,,,,12421.0,,,,,,,,8600000US12421,12421.0,ZCTA5 12421,45313.0
1732,,,,,,12422.0,,,,,,,,8600000US12422,12422.0,ZCTA5 12422,67569.0
1733,,,,,,12423.0,,,,,,,,8600000US12423,12423.0,ZCTA5 12423,40750.0
1734,,,,,,12424.0,,,,,,,,8600000US12424,12424.0,ZCTA5 12424,38750.0
1735,,,,,,12427.0,,,,,,,,8600000US12427,12427.0,ZCTA5 12427,89044.0
1736,,,,,,12428.0,,,,,,,,8600000US12428,12428.0,ZCTA5 12428,45565.0
1737,,,,,,12429.0,,,,,,,,8600000US12429,12429.0,ZCTA5 12429,
1738,,,,,,12430.0,,,,,,,,8600000US12430,12430.0,ZCTA5 12430,50530.0
1739,,,,,,12431.0,,,,,,,,8600000US12431,12431.0,ZCTA5 12431,39907.0
1740,,,,,,12432.0,,,,,,,,8600000US12432,12432.0,ZCTA5 12432,58913.0
1741,,,,,,12433.0,,,,,,,,8600000US12433,12433.0,ZCTA5 12433,134261.0
1742,,,,,,12434.0,,,,,,,,8600000US12434,12434.0,ZCTA5 12434,28083.0
1743,,,,,,12435.0,,,,,,,,8600000US12435,12435.0,ZCTA5 12435,34205.0
1744,,,,,,12436.0,,,,,,,,8600000US12436,12436.0,ZCTA5 12436,
1745,,,,,,12438.0,,,,,,,,8600000US12438,12438.0,ZCTA5 12438,101250.0
1746,,,,,,12439.0,,,,,,,,8600000US12439,12439.0,ZCTA5 12439,37188.0
1747,,,,,,12440.0,,,,,,,,8600000US12440,12440.0,ZCTA5 12440,51375.0
1748,,,,,,12441.0,,,,,,,,8600000US12441,12441.0,ZCTA5 12441,116500.0
1749,,,,,,12442.0,,,,,,,,8600000US12442,12442.0,ZCTA5 12442,28472.0
1750,,,,,,12443.0,,,,,,,,8600000US12443,12443.0,ZCTA5 12443,76897.0
1751,,,,,,12444.0,,,,,,,,8600000US12444,12444.0,ZCTA5 12444,38229.0
1752,,,,,,12446.0,,,,,,,,8600000US12446,12446.0,ZCTA5 12446,57373.0
1753,,,,,,12448.0,,,,,,,,8600000US12448,12448.0,ZCTA5 12448,61648.0
1754,,,,,,12449.0,,,,,,,,8600000US12449,12449.0,ZCTA5 12449,37951.0
1755,,,,,,12450.0,,,,,,,,8600000US12450,12450.0,ZCTA5 12450,
1756,,,,,,12451.0,,,,,,,,8600000US12451,12451.0,ZCTA5 12451,60974.0
1757,,,,,,12452.0,,,,,,,,8600000US12452,12452.0,ZCTA5 12452,41538.0
1758,,,,,,12453.0,,,,,,,,8600000US12453,12453.0,ZCTA5 12453,34434.0
1759,,,,,,12454.0,,,,,,,,8600000US12454,12454.0,ZCTA5 12454,73750.0
1760,,,,,,12455.0,,,,,,,,8600000US12455,12455.0,ZCTA5 12455,40439.0
1761,,,,,,12456.0,,,,,,,,8600000US12456,12456.0,ZCTA5 12456,47656.0
1762,,,,,,12457.0,,,,,,,,8600000US12457,12457.0,ZCTA5 12457,
1763,,,,,,12458.0,,,,,,,,8600000US12458,12458.0,ZCTA5 12458,43393.0
1764,,,,,,12459.0,,,,,,,,8600000US12459,12459.0,ZCTA5 12459,40195.0
1765,,,,,,12460.0,,,,,,,,8600000US12460,12460.0,ZCTA5 12460,52014.0
1766,,,,,,12461.0,,,,,,,,8600000US12461,12461.0,ZCTA5 12461,63445.0
1767,,,,,,12463.0,,,,,,,,8600000US12463,12463.0,ZCTA5 12463,51197.0
1768,,,,,,12464.0,,,,,,,,8600000US12464,12464.0,ZCTA5 12464,47778.0
1769,,,,,,12465.0,,,,,,,,8600000US12465,12465.0,ZCTA5 12465,71875.0
1770,,,,,,12466.0,,,,,,,,8600000US12466,12466.0,ZCTA5 12466,67616.0
1771,,,,,,12468.0,,,,,,,,8600000US12468,12468.0,ZCTA5 12468,41776.0
1772,,,,,,12469.0,,,,,,,,8600000US12469,12469.0,ZCTA5 12469,44643.0
1773,,,,,,12470.0,,,,,,,,8600000US12470,12470.0,ZCTA5 12470,51731.0
1774,,,,,,12471.0,,,,,,,,8600000US12471,12471.0,ZCTA5 12471,46250.0
1775,,,,,,12472.0,,,,,,,,8600000US12472,12472.0,ZCTA5 12472,56250.0
1776,,,,,,12473.0,,,,,,,,8600000US12473,12473.0,ZCTA5 12473,73622.0
1777,,,,,,12474.0,,,,,,,,8600000US12474,12474.0,ZCTA5 12474,41538.0
1778,,,,,,12475.0,,,,,,,,8600000US12475,12475.0,ZCTA5 12475,
1779,,,,,,12477.0,,,,,,,,8600000US12477,12477.0,ZCTA5 12477,58843.0
1780,,,,,,12480.0,,,,,,,,8600000US12480,12480.0,ZCTA5 12480,41406.0
1781,,,,,,12481.0,,,,,,,,8600000US12481,12481.0,ZCTA5 12481,54467.0
1782,,,,,,12482.0,,,,,,,,8600000US12482,12482.0,ZCTA5 12482,34222.0
1783,,,,,,12483.0,,,,,,,,8600000US12483,12483.0,ZCTA5 12483,35865.0
1784,,,,,,12484.0,,,,,,,,8600000US12484,12484.0,ZCTA5 12484,79327.0
1785,,,,,,12485.0,,,,,,,,8600000US12485,12485.0,ZCTA5 12485,51382.0
1786,,,,,,12486.0,,,,,,,,8600000US12486,12486.0,ZCTA5 12486,74922.0
1787,,,,,,12487.0,,,,,,,,8600000US12487,12487.0,ZCTA5 12487,71736.0
1788,,,,,,12489.0,,,,,,,,8600000US12489,12489.0,ZCTA5 12489,67868.0
1789,,,,,,12490.0,,,,,,,,8600000US12490,12490.0,ZCTA5 12490,
1790,,,,,,12491.0,,,,,,,,8600000US12491,12491.0,ZCTA5 12491,57917.0
1791,,,,,,12492.0,,,,,,,,8600000US12492,12492.0,ZCTA5 12492,50139.0
1792,,,,,,12493.0,,,,,,,,8600000US12493,12493.0,ZCTA5 12493,85547.0
1793,,,,,,12494.0,,,,,,,,8600000US12494,12494.0,ZCTA5 12494,59844.0
1794,,,,,,12495.0,,,,,,,,8600000US12495,12495.0,ZCTA5 12495,82857.0
1795,,,,,,12496.0,,,,,,,,8600000US12496,12496.0,ZCTA5 12496,50435.0
1796,,,,,,12498.0,,,,,,,,8600000US12498,12498.0,ZCTA5 12498,67229.0
1797,,,,,,12501.0,,,,,,,,8600000US12501,12501.0,ZCTA5 12501,64485.0
1798,,,,,,12502.0,,,,,,,,8600000US12502,12502.0,ZCTA5 12502,72250.0
1799,,,,,,12503.0,,,,,,,,8600000US12503,12503.0,ZCTA5 12503,63472.0
1800,,,,,,12504.0,,,,,,,,8600000US12504,12504.0,ZCTA5 12504,68125.0
1801,,,,,,12507.0,,,,,,,,8600000US12507,12507.0,ZCTA5 12507,66538.0
1802,,,,,,12508.0,,,,,,,,8600000US12508,12508.0,ZCTA5 12508,68965.0
1803,,,,,,12512.0,,,,,,,,8600000US12512,12512.0,ZCTA5 12512,
1804,,,,,,12513.0,,,,,,,,8600000US12513,12513.0,ZCTA5 12513,67917.0
1805,,,,,,12514.0,,,,,,,,8600000US12514,12514.0,ZCTA5 12514,89306.0
1806,,,,,,12515.0,,,,,,,,8600000US12515,12515.0,ZCTA5 12515,55536.0
1807,,,,,,12516.0,,,,,,,,8600000US12516,12516.0,ZCTA5 12516,52847.0
1808,,,,,,12517.0,,,,,,,,8600000US12517,12517.0,ZCTA5 12517,60469.0
1809,,,,,,12518.0,,,,,,,,8600000US12518,12518.0,ZCTA5 12518,76143.0
1810,,,,,,12520.0,,,,,,,,8600000US12520,12520.0,ZCTA5 12520,89417.0
1811,,,,,,12521.0,,,,,,,,8600000US12521,12521.0,ZCTA5 12521,68958.0
1812,,,,,,12522.0,,,,,,,,8600000US12522,12522.0,ZCTA5 12522,53156.0
1813,,,,,,12523.0,,,,,,,,8600000US12523,12523.0,ZCTA5 12523,64643.0
1814,,,,,,12524.0,,,,,,,,8600000US12524,12524.0,ZCTA5 12524,75789.0
1815,,,,,,12525.0,,,,,,,,8600000US12525,12525.0,ZCTA5 12525,74038.0
1816,,,,,,12526.0,,,,,,,,8600000US12526,12526.0,ZCTA5 12526,64853.0
1817,,,,,,12527.0,,,,,,,,8600000US12527,12527.0,ZCTA5 12527,
1818,,,,,,12528.0,,,,,,,,8600000US12528,12528.0,ZCTA5 12528,62583.0
1819,,,,,,12529.0,,,,,,,,8600000US12529,12529.0,ZCTA5 12529,62143.0
1820,,,,,,12530.0,,,,,,,,8600000US12530,12530.0,ZCTA5 12530,16821.0
1821,,,,,,12531.0,,,,,,,,8600000US12531,12531.0,ZCTA5 12531,81686.0
1822,,,,,,12533.0,,,,,,,,8600000US12533,12533.0,ZCTA5 12533,101781.0
1823,,,,,,12534.0,,,,,,,,8600000US12534,12534.0,ZCTA5 12534,45263.0
1824,,,,,,12538.0,,,,,,,,8600000US12538,12538.0,ZCTA5 12538,72500.0
1825,,,,,,12540.0,,,,,,,,8600000US12540,12540.0,ZCTA5 12540,102270.0
1826,,,,,,12542.0,,,,,,,,8600000US12542,12542.0,ZCTA5 12542,64874.0
1827,,,,,,12543.0,,,,,,,,8600000US12543,12543.0,ZCTA5 12543,59310.0
1828,,,,,,12545.0,,,,,,,,8600000US12545,12545.0,ZCTA5 12545,67596.0
1829,,,,,,12546.0,,,,,,,,8600000US12546,12546.0,ZCTA5 12546,61389.0
1830,,,,,,12547.0,,,,,,,,8600000US12547,12547.0,ZCTA5 12547,69537.0
1831,,,,,,12548.0,,,,,,,,8600000US12548,12548.0,ZCTA5 12548,56625.0
1832,,,,,,12549.0,,,,,,,,8600000US12549,12549.0,ZCTA5 12549,83352.0
1833,,,,,,12550.0,,,,,,,,8600000US12550,12550.0,ZCTA5 12550,56222.0
1834,,,,,,12553.0,,,,,,,,8600000US12553,12553.0,ZCTA5 12553,70279.0
1835,,,,,,12561.0,,,,,,,,8600000US12561,12561.0,ZCTA5 12561,66911.0
1836,,,,,,12563.0,,,,,,,,8600000US12563,12563.0,ZCTA5 12563,83811.0
1837,,,,,,12564.0,,,,,,,,8600000US12564,12564.0,ZCTA5 12564,81429.0
1838,,,,,,12565.0,,,,,,,,8600000US12565,12565.0,ZCTA5 12565,41875.0
1839,,,,,,12566.0,,,,,,,,8600000US12566,12566.0,ZCTA5 12566,79424.0
1840,,,,,,12567.0,,,,,,,,8600000US12567,12567.0,ZCTA5 12567,64405.0
1841,,,,,,12569.0,,,,,,,,8600000US12569,12569.0,ZCTA5 12569,73324.0
1842,,,,,,12570.0,,,,,,,,8600000US12570,12570.0,ZCTA5 12570,100161.0
1843,,,,,,12571.0,,,,,,,,8600000US12571,12571.0,ZCTA5 12571,69217.0
1844,,,,,,12572.0,,,,,,,,8600000US12572,12572.0,ZCTA5 12572,69901.0
1845,,,,,,12574.0,,,,,,,,8600000US12574,12574.0,ZCTA5 12574,85750.0
1846,,,,,,12575.0,,,,,,,,8600000US12575,12575.0,ZCTA5 12575,120833.0
1847,,,,,,12577.0,,,,,,,,8600000US12577,12577.0,ZCTA5 12577,77750.0
1848,,,,,,12578.0,,,,,,,,8600000US12578,12578.0,ZCTA5 12578,79798.0
1849,,,,,,12580.0,,,,,,,,8600000US12580,12580.0,ZCTA5 12580,72589.0
1850,,,,,,12581.0,,,,,,,,8600000US12581,12581.0,ZCTA5 12581,74688.0
1851,,,,,,12582.0,,,,,,,,8600000US12582,12582.0,ZCTA5 12582,94600.0
1852,,,,,,12583.0,,,,,,,,8600000US12583,12583.0,ZCTA5 12583,58938.0
1853,,,,,,12585.0,,,,,,,,8600000US12585,12585.0,ZCTA5 12585,115357.0
1854,,,,,,12586.0,,,,,,,,8600000US12586,12586.0,ZCTA5 12586,68810.0
1855,,,,,,12589.0,,,,,,,,8600000US12589,12589.0,ZCTA5 12589,81609.0
1856,,,,,,12590.0,,,,,,,,8600000US12590,12590.0,ZCTA5 12590,80188.0
1857,,,,,,12592.0,,,,,,,,8600000US12592,12592.0,ZCTA5 12592,60543.0
1858,,,,,,12594.0,,,,,,,,8600000US12594,12594.0,ZCTA5 12594,66445.0
1859,,,,,,12601.0,,,,,,,,8600000US12601,12601.0,ZCTA5 12601,40508.0
1860,,,,,,12603.0,,,,,,,,8600000US12603,12603.0,ZCTA5 12603,75569.0
1861,,,,,,12604.0,,,,,,,,8600000US12604,12604.0,ZCTA5 12604,
1862,,,,,,12701.0,,,,,,,,8600000US12701,12701.0,ZCTA5 12701,32403.0
1863,,,,,,12719.0,,,,,,,,8600000US12719,12719.0,ZCTA5 12719,51607.0
1864,,,,,,12720.0,,,,,,,,8600000US12720,12720.0,ZCTA5 12720,78690.0
1865,,,,,,12721.0,,,,,,,,8600000US12721,12721.0,ZCTA5 12721,58849.0
1866,,,,,,12722.0,,,,,,,,8600000US12722,12722.0,ZCTA5 12722,
1867,,,,,,12723.0,,,,,,,,8600000US12723,12723.0,ZCTA5 12723,54375.0
1868,,,,,,12724.0,,,,,,,,8600000US12724,12724.0,ZCTA5 12724,60848.0
1869,,,,,,12725.0,,,,,,,,8600000US12725,12725.0,ZCTA5 12725,43750.0
1870,,,,,,12726.0,,,,,,,,8600000US12726,12726.0,ZCTA5 12726,59583.0
1871,,,,,,12729.0,,,,,,,,8600000US12729,12729.0,ZCTA5 12729,51542.0
1872,,,,,,12732.0,,,,,,,,8600000US12732,12732.0,ZCTA5 12732,40568.0
1873,,,,,,12733.0,,,,,,,,8600000US12733,12733.0,ZCTA5 12733,44286.0
1874,,,,,,12734.0,,,,,,,,8600000US12734,12734.0,ZCTA5 12734,62632.0
1875,,,,,,12736.0,,,,,,,,8600000US12736,12736.0,ZCTA5 12736,35938.0
1876,,,,,,12737.0,,,,,,,,8600000US12737,12737.0,ZCTA5 12737,65500.0
1877,,,,,,12738.0,,,,,,,,8600000US12738,12738.0,ZCTA5 12738,75600.0
1878,,,,,,12740.0,,,,,,,,8600000US12740,12740.0,ZCTA5 12740,59198.0
1879,,,,,,12741.0,,,,,,,,8600000US12741,12741.0,ZCTA5 12741,30000.0
1880,,,,,,12742.0,,,,,,,,8600000US12742,12742.0,ZCTA5 12742,40781.0
1881,,,,,,12743.0,,,,,,,,8600000US12743,12743.0,ZCTA5 12743,51354.0
1882,,,,,,12745.0,,,,,,,,8600000US12745,12745.0,ZCTA5 12745,64375.0
1883,,,,,,12746.0,,,,,,,,8600000US12746,12746.0,ZCTA5 12746,83221.0
1884,,,,,,12747.0,,,,,,,,8600000US12747,12747.0,ZCTA5 12747,62576.0
1885,,,,,,12748.0,,,,,,,,8600000US12748,12748.0,ZCTA5 12748,59107.0
1886,,,,,,12749.0,,,,,,,,8600000US12749,12749.0,ZCTA5 12749,46313.0
1887,,,,,,12750.0,,,,,,,,8600000US12750,12750.0,ZCTA5 12750,74792.0
1888,,,,,,12751.0,,,,,,,,8600000US12751,12751.0,ZCTA5 12751,49531.0
1889,,,,,,12752.0,,,,,,,,8600000US12752,12752.0,ZCTA5 12752,50781.0
1890,,,,,,12754.0,,,,,,,,8600000US12754,12754.0,ZCTA5 12754,39598.0
1891,,,,,,12758.0,,,,,,,,8600000US12758,12758.0,ZCTA5 12758,53147.0
1892,,,,,,12759.0,,,,,,,,8600000US12759,12759.0,ZCTA5 12759,25700.0
1893,,,,,,12760.0,,,,,,,,8600000US12760,12760.0,ZCTA5 12760,50962.0
1894,,,,,,12762.0,,,,,,,,8600000US12762,12762.0,ZCTA5 12762,39762.0
1895,,,,,,12763.0,,,,,,,,8600000US12763,12763.0,ZCTA5 12763,58144.0
1896,,,,,,12764.0,,,,,,,,8600000US12764,12764.0,ZCTA5 12764,51053.0
1897,,,,,,12765.0,,,,,,,,8600000US12765,12765.0,ZCTA5 12765,68177.0
1898,,,,,,12766.0,,,,,,,,8600000US12766,12766.0,ZCTA5 12766,70227.0
1899,,,,,,12767.0,,,,,,,,8600000US12767,12767.0,ZCTA5 12767,111875.0
1900,,,,,,12768.0,,,,,,,,8600000US12768,12768.0,ZCTA5 12768,41983.0
1901,,,,,,12769.0,,,,,,,,8600000US12769,12769.0,ZCTA5 12769,
1902,,,,,,12770.0,,,,,,,,8600000US12770,12770.0,ZCTA5 12770,49688.0
1903,,,,,,12771.0,,,,,,,,8600000US12771,12771.0,ZCTA5 12771,46446.0
1904,,,,,,12775.0,,,,,,,,8600000US12775,12775.0,ZCTA5 12775,89167.0
1905,,,,,,12776.0,,,,,,,,8600000US12776,12776.0,ZCTA5 12776,57422.0
1906,,,,,,12777.0,,,,,,,,8600000US12777,12777.0,ZCTA5 12777,73750.0
1907,,,,,,12778.0,,,,,,,,8600000US12778,12778.0,ZCTA5 12778,
1908,,,,,,12779.0,,,,,,,,8600000US12779,12779.0,ZCTA5 12779,37992.0
1909,,,,,,12780.0,,,,,,,,8600000US12780,12780.0,ZCTA5 12780,36490.0
1910,,,,,,12781.0,,,,,,,,8600000US12781,12781.0,ZCTA5 12781,58036.0
1911,,,,,,12783.0,,,,,,,,8600000US12783,12783.0,ZCTA5 12783,59394.0
1912,,,,,,12784.0,,,,,,,,8600000US12784,12784.0,ZCTA5 12784,
1913,,,,,,12785.0,,,,,,,,8600000US12785,12785.0,ZCTA5 12785,48147.0
1914,,,,,,12786.0,,,,,,,,8600000US12786,12786.0,ZCTA5 12786,44201.0
1915,,,,,,12787.0,,,,,,,,8600000US12787,12787.0,ZCTA5 12787,58365.0
1916,,,,,,12788.0,,,,,,,,8600000US12788,12788.0,ZCTA5 12788,40139.0
1917,,,,,,12789.0,,,,,,,,8600000US12789,12789.0,ZCTA5 12789,50114.0
1918,,,,,,12790.0,,,,,,,,8600000US12790,12790.0,ZCTA5 12790,48951.0
1919,,,,,,12791.0,,,,,,,,8600000US12791,12791.0,ZCTA5 12791,58380.0
1920,,,,,,12792.0,,,,,,,,8600000US12792,12792.0,ZCTA5 12792,36563.0
1921,,,,,,12801.0,,,,,,,,8600000US12801,12801.0,ZCTA5 12801,45395.0
1922,,,,,,12803.0,,,,,,,,8600000US12803,12803.0,ZCTA5 12803,59438.0
1923,,,,,,12804.0,,,,,,,,8600000US12804,12804.0,ZCTA5 12804,63120.0
1924,,,,,,12808.0,,,,,,,,8600000US12808,12808.0,ZCTA5 12808,76458.0
1925,,,,,,12809.0,,,,,,,,8600000US12809,12809.0,ZCTA5 12809,58125.0
