,BINs,Type,Score,S_EUI,BBL,ZIP,ED_Visits,UnitsTotal,YearBuilt,Tract2010,XCoord,YCoord,avg,Id,Id2,code,med_inc
2521,,,,,,14134.0,,,,,,,,8600000US14134,14134.0,ZCTA5 14134,83594.0
2522,,,,,,14135.0,,,,,,,,8600000US14135,14135.0,ZCTA5 14135,43250.0
2523,,,,,,14136.0,,,,,,,,8600000US14136,14136.0,ZCTA5 14136,43882.0
2524,,,,,,14138.0,,,,,,,,8600000US14138,14138.0,ZCTA5 14138,47803.0
2525,,,,,,14139.0,,,,,,,,8600000US14139,14139.0,ZCTA5 14139,71250.0
2526,,,,,,14141.0,,,,,,,,8600000US14141,14141.0,ZCTA5 14141,51194.0
2527,,,,,,14143.0,,,,,,,,8600000US14143,14143.0,ZCTA5 14143,54758.0
2528,,,,,,14145.0,,,,,,,,8600000US14145,14145.0,ZCTA5 14145,56333.0
2529,,,,,,14150.0,,,,,,,,8600000US14150,14150.0,ZCTA5 14150,51302.0
2530,,,,,,14167.0,,,,,,,,8600000US14167,14167.0,ZCTA5 14167,59306.0
2531,,,,,,14168.0,,,,,,,,8600000US14168,14168.0,ZCTA5 14168,
2532,,,,,,14169.0,,,,,,,,8600000US14169,14169.0,ZCTA5 14169,32407.0
2533,,,,,,14170.0,,,,,,,,8600000US14170,14170.0,ZCTA5 14170,68333.0
2534,,,,,,14171.0,,,,,,,,8600000US14171,14171.0,ZCTA5 14171,44495.0
2535,,,,,,14172.0,,,,,,,,8600000US14172,14172.0,ZCTA5 14172,56591.0
2536,,,,,,14173.0,,,,,,,,8600000US14173,14173.0,ZCTA5 14173,34598.0
2537,,,,,,14174.0,,,,,,,,8600000US14174,14174.0,ZCTA5 14174,66597.0
2538,,,,,,14201.0,,,,,,,,8600000US14201,14201.0,ZCTA5 14201,25551.0
2539,,,,,,14202.0,,,,,,,,8600000US14202,14202.0,ZCTA5 14202,42336.0
2540,,,,,,14203.0,,,,,,,,8600000US14203,14203.0,ZCTA5 14203,31892.0
2541,,,,,,14204.0,,,,,,,,8600000US14204,14204.0,ZCTA5 14204,26269.0
2542,,,,,,14206.0,,,,,,,,8600000US14206,14206.0,ZCTA5 14206,35662.0
2543,,,,,,14207.0,,,,,,,,8600000US14207,14207.0,ZCTA5 14207,24593.0
2544,,,,,,14208.0,,,,,,,,8600000US14208,14208.0,ZCTA5 14208,24036.0
2545,,,,,,14209.0,,,,,,,,8600000US14209,14209.0,ZCTA5 14209,31688.0
2546,,,,,,14210.0,,,,,,,,8600000US14210,14210.0,ZCTA5 14210,33821.0
2547,,,,,,14211.0,,,,,,,,8600000US14211,14211.0,ZCTA5 14211,23881.0
2548,,,,,,14212.0,,,,,,,,8600000US14212,14212.0,ZCTA5 14212,23438.0
2549,,,,,,14213.0,,,,,,,,8600000US14213,14213.0,ZCTA5 14213,28365.0
2550,,,,,,14214.0,,,,,,,,8600000US14214,14214.0,ZCTA5 14214,39433.0
2551,,,,,,14215.0,,,,,,,,8600000US14215,14215.0,ZCTA5 14215,31527.0
2552,,,,,,14216.0,,,,,,,,8600000US14216,14216.0,ZCTA5 14216,50781.0
2553,,,,,,14217.0,,,,,,,,8600000US14217,14217.0,ZCTA5 14217,50434.0
2554,,,,,,14218.0,,,,,,,,8600000US14218,14218.0,ZCTA5 14218,36628.0
2555,,,,,,14219.0,,,,,,,,8600000US14219,14219.0,ZCTA5 14219,48702.0
2556,,,,,,14220.0,,,,,,,,8600000US14220,14220.0,ZCTA5 14220,47088.0
2557,,,,,,14221.0,,,,,,,,8600000US14221,14221.0,ZCTA5 14221,77511.0
2558,,,,,,14222.0,,,,,,,,8600000US14222,14222.0,ZCTA5 14222,52066.0
2559,,,,,,14223.0,,,,,,,,8600000US14223,14223.0,ZCTA5 14223,59326.0
2560,,,,,,14224.0,,,,,,,,8600000US14224,14224.0,ZCTA5 14224,59875.0
2561,,,,,,14225.0,,,,,,,,8600000US14225,14225.0,ZCTA5 14225,47693.0
2562,,,,,,14226.0,,,,,,,,8600000US14226,14226.0,ZCTA5 14226,61930.0
2563,,,,,,14227.0,,,,,,,,8600000US14227,14227.0,ZCTA5 14227,48941.0
2564,,,,,,14228.0,,,,,,,,8600000US14228,14228.0,ZCTA5 14228,48343.0
2565,,,,,,14261.0,,,,,,,,8600000US14261,14261.0,ZCTA5 14261,
2566,,,,,,14301.0,,,,,,,,8600000US14301,14301.0,ZCTA5 14301,21413.0
2567,,,,,,14302.0,,,,,,,,8600000US14302,14302.0,ZCTA5 14302,
2568,,,,,,14303.0,,,,,,,,8600000US14303,14303.0,ZCTA5 14303,29916.0
2569,,,,,,14304.0,,,,,,,,8600000US14304,14304.0,ZCTA5 14304,50072.0
2570,,,,,,14305.0,,,,,,,,8600000US14305,14305.0,ZCTA5 14305,32211.0
2571,,,,,,14411.0,,,,,,,,8600000US14411,14411.0,ZCTA5 14411,41820.0
2572,,,,,,14414.0,,,,,,,,8600000US14414,14414.0,ZCTA5 14414,57273.0
2573,,,,,,14415.0,,,,,,,,8600000US14415,14415.0,ZCTA5 14415,37708.0
2574,,,,,,14416.0,,,,,,,,8600000US14416,14416.0,ZCTA5 14416,49583.0
2575,,,,,,14418.0,,,,,,,,8600000US14418,14418.0,ZCTA5 14418,59236.0
2576,,,,,,14420.0,,,,,,,,8600000US14420,14420.0,ZCTA5 14420,52232.0
2577,,,,,,14422.0,,,,,,,,8600000US14422,14422.0,ZCTA5 14422,63250.0
2578,,,,,,14423.0,,,,,,,,8600000US14423,14423.0,ZCTA5 14423,53116.0
2579,,,,,,14424.0,,,,,,,,8600000US14424,14424.0,ZCTA5 14424,53490.0
2580,,,,,,14425.0,,,,,,,,8600000US14425,14425.0,ZCTA5 14425,63354.0
2581,,,,,,14427.0,,,,,,,,8600000US14427,14427.0,ZCTA5 14427,51850.0
2582,,,,,,14428.0,,,,,,,,8600000US14428,14428.0,ZCTA5 14428,59292.0
2583,,,,,,14432.0,,,,,,,,8600000US14432,14432.0,ZCTA5 14432,52565.0
2584,,,,,,14433.0,,,,,,,,8600000US14433,14433.0,ZCTA5 14433,51250.0
2585,,,,,,14435.0,,,,,,,,8600000US14435,14435.0,ZCTA5 14435,60822.0
2586,,,,,,14437.0,,,,,,,,8600000US14437,14437.0,ZCTA5 14437,44244.0
2587,,,,,,14441.0,,,,,,,,8600000US14441,14441.0,ZCTA5 14441,50625.0
2588,,,,,,14445.0,,,,,,,,8600000US14445,14445.0,ZCTA5 14445,48094.0
2589,,,,,,14450.0,,,,,,,,8600000US14450,14450.0,ZCTA5 14450,76655.0
2590,,,,,,14454.0,,,,,,,,8600000US14454,14454.0,ZCTA5 14454,42323.0
2591,,,,,,14456.0,,,,,,,,8600000US14456,14456.0,ZCTA5 14456,45279.0
2592,,,,,,14462.0,,,,,,,,8600000US14462,14462.0,ZCTA5 14462,52019.0
2593,,,,,,14464.0,,,,,,,,8600000US14464,14464.0,ZCTA5 14464,57736.0
2594,,,,,,14466.0,,,,,,,,8600000US14466,14466.0,ZCTA5 14466,55987.0
2595,,,,,,14467.0,,,,,,,,8600000US14467,14467.0,ZCTA5 14467,74970.0
2596,,,,,,14468.0,,,,,,,,8600000US14468,14468.0,ZCTA5 14468,65810.0
2597,,,,,,14469.0,,,,,,,,8600000US14469,14469.0,ZCTA5 14469,60278.0
2598,,,,,,14470.0,,,,,,,,8600000US14470,14470.0,ZCTA5 14470,46856.0
2599,,,,,,14471.0,,,,,,,,8600000US14471,14471.0,ZCTA5 14471,62791.0
2600,,,,,,14472.0,,,,,,,,8600000US14472,14472.0,ZCTA5 14472,85049.0
2601,,,,,,14475.0,,,,,,,,8600000US14475,14475.0,ZCTA5 14475,84167.0
2602,,,,,,14476.0,,,,,,,,8600000US14476,14476.0,ZCTA5 14476,52386.0
2603,,,,,,14477.0,,,,,,,,8600000US14477,14477.0,ZCTA5 14477,54290.0
2604,,,,,,14478.0,,,,,,,,8600000US14478,14478.0,ZCTA5 14478,91250.0
2605,,,,,,14479.0,,,,,,,,8600000US14479,14479.0,ZCTA5 14479,
2606,,,,,,14480.0,,,,,,,,8600000US14480,14480.0,ZCTA5 14480,38015.0
2607,,,,,,14481.0,,,,,,,,8600000US14481,14481.0,ZCTA5 14481,52212.0
2608,,,,,,14482.0,,,,,,,,8600000US14482,14482.0,ZCTA5 14482,52929.0
2609,,,,,,14485.0,,,,,,,,8600000US14485,14485.0,ZCTA5 14485,48333.0
2610,,,,,,14486.0,,,,,,,,8600000US14486,14486.0,ZCTA5 14486,59615.0
2611,,,,,,14487.0,,,,,,,,8600000US14487,14487.0,ZCTA5 14487,65652.0
2612,,,,,,14489.0,,,,,,,,8600000US14489,14489.0,ZCTA5 14489,46060.0
2613,,,,,,14502.0,,,,,,,,8600000US14502,14502.0,ZCTA5 14502,67330.0
2614,,,,,,14504.0,,,,,,,,8600000US14504,14504.0,ZCTA5 14504,53144.0
2615,,,,,,14505.0,,,,,,,,8600000US14505,14505.0,ZCTA5 14505,58566.0
2616,,,,,,14506.0,,,,,,,,8600000US14506,14506.0,ZCTA5 14506,102989.0
2617,,,,,,14507.0,,,,,,,,8600000US14507,14507.0,ZCTA5 14507,58580.0
2618,,,,,,14510.0,,,,,,,,8600000US14510,14510.0,ZCTA5 14510,46063.0
2619,,,,,,14511.0,,,,,,,,8600000US14511,14511.0,ZCTA5 14511,45769.0
2620,,,,,,14512.0,,,,,,,,8600000US14512,14512.0,ZCTA5 14512,52534.0
2621,,,,,,14513.0,,,,,,,,8600000US14513,14513.0,ZCTA5 14513,37594.0
2622,,,,,,14514.0,,,,,,,,8600000US14514,14514.0,ZCTA5 14514,63155.0
2623,,,,,,14516.0,,,,,,,,8600000US14516,14516.0,ZCTA5 14516,56316.0
2624,,,,,,14517.0,,,,,,,,8600000US14517,14517.0,ZCTA5 14517,40685.0
2625,,,,,,14519.0,,,,,,,,8600000US14519,14519.0,ZCTA5 14519,59159.0
2626,,,,,,14521.0,,,,,,,,8600000US14521,14521.0,ZCTA5 14521,45945.0
2627,,,,,,14522.0,,,,,,,,8600000US14522,14522.0,ZCTA5 14522,46774.0
2628,,,,,,14525.0,,,,,,,,8600000US14525,14525.0,ZCTA5 14525,65625.0
2629,,,,,,14526.0,,,,,,,,8600000US14526,14526.0,ZCTA5 14526,81596.0
2630,,,,,,14527.0,,,,,,,,8600000US14527,14527.0,ZCTA5 14527,46943.0
2631,,,,,,14529.0,,,,,,,,8600000US14529,14529.0,ZCTA5 14529,
2632,,,,,,14530.0,,,,,,,,8600000US14530,14530.0,ZCTA5 14530,50513.0
2633,,,,,,14532.0,,,,,,,,8600000US14532,14532.0,ZCTA5 14532,53177.0
2634,,,,,,14533.0,,,,,,,,8600000US14533,14533.0,ZCTA5 14533,60156.0
2635,,,,,,14534.0,,,,,,,,8600000US14534,14534.0,ZCTA5 14534,104398.0
2636,,,,,,14536.0,,,,,,,,8600000US14536,14536.0,ZCTA5 14536,42438.0
2637,,,,,,14537.0,,,,,,,,8600000US14537,14537.0,ZCTA5 14537,67344.0
2638,,,,,,14539.0,,,,,,,,8600000US14539,14539.0,ZCTA5 14539,70156.0
2639,,,,,,14541.0,,,,,,,,8600000US14541,14541.0,ZCTA5 14541,56745.0
2640,,,,,,14542.0,,,,,,,,8600000US14542,14542.0,ZCTA5 14542,
2641,,,,,,14543.0,,,,,,,,8600000US14543,14543.0,ZCTA5 14543,81689.0
2642,,,,,,14544.0,,,,,,,,8600000US14544,14544.0,ZCTA5 14544,56580.0
2643,,,,,,14545.0,,,,,,,,8600000US14545,14545.0,ZCTA5 14545,56667.0
2644,,,,,,14546.0,,,,,,,,8600000US14546,14546.0,ZCTA5 14546,56974.0
2645,,,,,,14548.0,,,,,,,,8600000US14548,14548.0,ZCTA5 14548,55170.0
2646,,,,,,14549.0,,,,,,,,8600000US14549,14549.0,ZCTA5 14549,31944.0
2647,,,,,,14550.0,,,,,,,,8600000US14550,14550.0,ZCTA5 14550,54375.0
2648,,,,,,14551.0,,,,,,,,8600000US14551,14551.0,ZCTA5 14551,47561.0
2649,,,,,,14555.0,,,,,,,,8600000US14555,14555.0,ZCTA5 14555,49750.0
2650,,,,,,14559.0,,,,,,,,8600000US14559,14559.0,ZCTA5 14559,74260.0
2651,,,,,,14560.0,,,,,,,,8600000US14560,14560.0,ZCTA5 14560,54875.0
2652,,,,,,14561.0,,,,,,,,8600000US14561,14561.0,ZCTA5 14561,64535.0
2653,,,,,,14564.0,,,,,,,,8600000US14564,14564.0,ZCTA5 14564,86336.0
2654,,,,,,14568.0,,,,,,,,8600000US14568,14568.0,ZCTA5 14568,74938.0
2655,,,,,,14569.0,,,,,,,,8600000US14569,14569.0,ZCTA5 14569,46250.0
2656,,,,,,14571.0,,,,,,,,8600000US14571,14571.0,ZCTA5 14571,46900.0
2657,,,,,,14572.0,,,,,,,,8600000US14572,14572.0,ZCTA5 14572,41784.0
2658,,,,,,14580.0,,,,,,,,8600000US14580,14580.0,ZCTA5 14580,71899.0
2659,,,,,,14585.0,,,,,,,,8600000US14585,14585.0,ZCTA5 14585,42188.0
2660,,,,,,14586.0,,,,,,,,8600000US14586,14586.0,ZCTA5 14586,77188.0
2661,,,,,,14588.0,,,,,,,,8600000US14588,14588.0,ZCTA5 14588,83583.0
2662,,,,,,14589.0,,,,,,,,8600000US14589,14589.0,ZCTA5 14589,50167.0
2663,,,,,,14590.0,,,,,,,,8600000US14590,14590.0,ZCTA5 14590,44850.0
2664,,,,,,14591.0,,,,,,,,8600000US14591,14591.0,ZCTA5 14591,58170.0
2665,,,,,,14592.0,,,,,,,,8600000US14592,14592.0,ZCTA5 14592,83702.0
2666,,,,,,14604.0,,,,,,,,8600000US14604,14604.0,ZCTA5 14604,14270.0
2667,,,,,,14605.0,,,,,,,,8600000US14605,14605.0,ZCTA5 14605,18318.0
2668,,,,,,14606.0,,,,,,,,8600000US14606,14606.0,ZCTA5 14606,37542.0
2669,,,,,,14607.0,,,,,,,,8600000US14607,14607.0,ZCTA5 14607,41954.0
2670,,,,,,14608.0,,,,,,,,8600000US14608,14608.0,ZCTA5 14608,20047.0
2671,,,,,,14609.0,,,,,,,,8600000US14609,14609.0,ZCTA5 14609,41074.0
2672,,,,,,14610.0,,,,,,,,8600000US14610,14610.0,ZCTA5 14610,59046.0
2673,,,,,,14611.0,,,,,,,,8600000US14611,14611.0,ZCTA5 14611,24924.0
2674,,,,,,14612.0,,,,,,,,8600000US14612,14612.0,ZCTA5 14612,61349.0
2675,,,,,,14613.0,,,,,,,,8600000US14613,14613.0,ZCTA5 14613,28026.0
2676,,,,,,14614.0,,,,,,,,8600000US14614,14614.0,ZCTA5 14614,
2677,,,,,,14615.0,,,,,,,,8600000US14615,14615.0,ZCTA5 14615,36250.0
2678,,,,,,14616.0,,,,,,,,8600000US14616,14616.0,ZCTA5 14616,46143.0
2679,,,,,,14617.0,,,,,,,,8600000US14617,14617.0,ZCTA5 14617,60870.0
2680,,,,,,14618.0,,,,,,,,8600000US14618,14618.0,ZCTA5 14618,89688.0
2681,,,,,,14619.0,,,,,,,,8600000US14619,14619.0,ZCTA5 14619,36176.0
2682,,,,,,14620.0,,,,,,,,8600000US14620,14620.0,ZCTA5 14620,40483.0
2683,,,,,,14621.0,,,,,,,,8600000US14621,14621.0,ZCTA5 14621,24906.0
2684,,,,,,14622.0,,,,,,,,8600000US14622,14622.0,ZCTA5 14622,49257.0
2685,,,,,,14623.0,,,,,,,,8600000US14623,14623.0,ZCTA5 14623,47613.0
2686,,,,,,14624.0,,,,,,,,8600000US14624,14624.0,ZCTA5 14624,60443.0
2687,,,,,,14625.0,,,,,,,,8600000US14625,14625.0,ZCTA5 14625,72500.0
2688,,,,,,14626.0,,,,,,,,8600000US14626,14626.0,ZCTA5 14626,53212.0
2689,,,,,,14627.0,,,,,,,,8600000US14627,14627.0,ZCTA5 14627,
2690,,,,,,14701.0,,,,,,,,8600000US14701,14701.0,ZCTA5 14701,36552.0
2691,,,,,,14706.0,,,,,,,,8600000US14706,14706.0,ZCTA5 14706,50938.0
2692,,,,,,14707.0,,,,,,,,8600000US14707,14707.0,ZCTA5 14707,57500.0
2693,,,,,,14708.0,,,,,,,,8600000US14708,14708.0,ZCTA5 14708,57031.0
2694,,,,,,14709.0,,,,,,,,8600000US14709,14709.0,ZCTA5 14709,44107.0
2695,,,,,,14710.0,,,,,,,,8600000US14710,14710.0,ZCTA5 14710,52946.0
2696,,,,,,14711.0,,,,,,,,8600000US14711,14711.0,ZCTA5 14711,42361.0
2697,,,,,,14712.0,,,,,,,,8600000US14712,14712.0,ZCTA5 14712,48750.0
2698,,,,,,14714.0,,,,,,,,8600000US14714,14714.0,ZCTA5 14714,42500.0
2699,,,,,,14715.0,,,,,,,,8600000US14715,14715.0,ZCTA5 14715,39444.0
2700,,,,,,14716.0,,,,,,,,8600000US14716,14716.0,ZCTA5 14716,34597.0
2701,,,,,,14717.0,,,,,,,,8600000US14717,14717.0,ZCTA5 14717,40921.0
2702,,,,,,14718.0,,,,,,,,8600000US14718,14718.0,ZCTA5 14718,56689.0
2703,,,,,,14719.0,,,,,,,,8600000US14719,14719.0,ZCTA5 14719,45893.0
2704,,,,,,14720.0,,,,,,,,8600000US14720,14720.0,ZCTA5 14720,39875.0
2705,,,,,,14721.0,,,,,,,,8600000US14721,14721.0,ZCTA5 14721,
2706,,,,,,14722.0,,,,,,,,8600000US14722,14722.0,ZCTA5 14722,95917.0
2707,,,,,,14723.0,,,,,,,,8600000US14723,14723.0,ZCTA5 14723,48281.0
2708,,,,,,14724.0,,,,,,,,8600000US14724,14724.0,ZCTA5 14724,48036.0
2709,,,,,,14726.0,,,,,,,,8600000US14726,14726.0,ZCTA5 14726,34833.0
2710,,,,,,14727.0,,,,,,,,8600000US14727,14727.0,ZCTA5 14727,48859.0
2711,,,,,,14728.0,,,,,,,,8600000US14728,14728.0,ZCTA5 14728,47750.0
2712,,,,,,14729.0,,,,,,,,8600000US14729,14729.0,ZCTA5 14729,55469.0
2713,,,,,,14731.0,,,,,,,,8600000US14731,14731.0,ZCTA5 14731,61389.0
2714,,,,,,14732.0,,,,,,,,8600000US14732,14732.0,ZCTA5 14732,54167.0
2715,,,,,,14733.0,,,,,,,,8600000US14733,14733.0,ZCTA5 14733,41377.0
2716,,,,,,14735.0,,,,,,,,8600000US14735,14735.0,ZCTA5 14735,38059.0
2717,,,,,,14736.0,,,,,,,,8600000US14736,14736.0,ZCTA5 14736,42589.0
2718,,,,,,14737.0,,,,,,,,8600000US14737,14737.0,ZCTA5 14737,42835.0
2719,,,,,,14738.0,,,,,,,,8600000US14738,14738.0,ZCTA5 14738,47911.0
2720,,,,,,14739.0,,,,,,,,8600000US14739,14739.0,ZCTA5 14739,36541.0
2721,,,,,,14740.0,,,,,,,,8600000US14740,14740.0,ZCTA5 14740,51307.0
2722,,,,,,14741.0,,,,,,,,8600000US14741,14741.0,ZCTA5 14741,53333.0
2723,,,,,,14742.0,,,,,,,,8600000US14742,14742.0,ZCTA5 14742,78988.0
2724,,,,,,14743.0,,,,,,,,8600000US14743,14743.0,ZCTA5 14743,42222.0
2725,,,,,,14744.0,,,,,,,,8600000US14744,14744.0,ZCTA5 14744,50000.0
2726,,,,,,14747.0,,,,,,,,8600000US14747,14747.0,ZCTA5 14747,41702.0
2727,,,,,,14748.0,,,,,,,,8600000US14748,14748.0,ZCTA5 14748,35417.0
2728,,,,,,14750.0,,,,,,,,8600000US14750,14750.0,ZCTA5 14750,50881.0
2729,,,,,,14752.0,,,,,,,,8600000US14752,14752.0,ZCTA5 14752,
2730,,,,,,14753.0,,,,,,,,8600000US14753,14753.0,ZCTA5 14753,33500.0
2731,,,,,,14754.0,,,,,,,,8600000US14754,14754.0,ZCTA5 14754,43375.0
2732,,,,,,14755.0,,,,,,,,8600000US14755,14755.0,ZCTA5 14755,44063.0
2733,,,,,,14756.0,,,,,,,,8600000US14756,14756.0,ZCTA5 14756,
2734,,,,,,14757.0,,,,,,,,8600000US14757,14757.0,ZCTA5 14757,46504.0
2735,,,,,,14760.0,,,,,,,,8600000US14760,14760.0,ZCTA5 14760,39821.0
2736,,,,,,14767.0,,,,,,,,8600000US14767,14767.0,ZCTA5 14767,37174.0
2737,,,,,,14769.0,,,,,,,,8600000US14769,14769.0,ZCTA5 14769,37115.0
2738,,,,,,14770.0,,,,,,,,8600000US14770,14770.0,ZCTA5 14770,51319.0
2739,,,,,,14772.0,,,,,,,,8600000US14772,14772.0,ZCTA5 14772,39697.0
2740,,,,,,14774.0,,,,,,,,8600000US14774,14774.0,ZCTA5 14774,41875.0
2741,,,,,,14775.0,,,,,,,,8600000US14775,14775.0,ZCTA5 14775,41648.0
2742,,,,,,14777.0,,,,,,,,8600000US14777,14777.0,ZCTA5 14777,43177.0
2743,,,,,,14778.0,,,,,,,,8600000US14778,14778.0,ZCTA5 14778,
2744,,,,,,14779.0,,,,,,,,8600000US14779,14779.0,ZCTA5 14779,32126.0
2745,,,,,,14781.0,,,,,,,,8600000US14781,14781.0,ZCTA5 14781,42317.0
2746,,,,,,14782.0,,,,,,,,8600000US14782,14782.0,ZCTA5 14782,46433.0
2747,,,,,,14783.0,,,,,,,,8600000US14783,14783.0,ZCTA5 14783,31111.0
2748,,,,,,14784.0,,,,,,,,8600000US14784,14784.0,ZCTA5 14784,34844.0
2749,,,,,,14787.0,,,,,,,,8600000US14787,14787.0,ZCTA5 14787,45728.0
2750,,,,,,14788.0,,,,,,,,8600000US14788,14788.0,ZCTA5 14788,62188.0
2751,,,,,,14801.0,,,,,,,,8600000US14801,14801.0,ZCTA5 14801,43185.0
2752,,,,,,14802.0,,,,,,,,8600000US14802,14802.0,ZCTA5 14802,25156.0
2753,,,,,,14803.0,,,,,,,,8600000US14803,14803.0,ZCTA5 14803,47188.0
2754,,,,,,14804.0,,,,,,,,8600000US14804,14804.0,ZCTA5 14804,54333.0
2755,,,,,,14805.0,,,,,,,,8600000US14805,14805.0,ZCTA5 14805,55655.0
2756,,,,,,14806.0,,,,,,,,8600000US14806,14806.0,ZCTA5 14806,50662.0
2757,,,,,,14807.0,,,,,,,,8600000US14807,14807.0,ZCTA5 14807,51146.0
2758,,,,,,14808.0,,,,,,,,8600000US14808,14808.0,ZCTA5 14808,44120.0
2759,,,,,,14809.0,,,,,,,,8600000US14809,14809.0,ZCTA5 14809,42217.0
2760,,,,,,14810.0,,,,,,,,8600000US14810,14810.0,ZCTA5 14810,40793.0
2761,,,,,,14812.0,,,,,,,,8600000US14812,14812.0,ZCTA5 14812,58889.0
2762,,,,,,14813.0,,,,,,,,8600000US14813,14813.0,ZCTA5 14813,42059.0
2763,,,,,,14814.0,,,,,,,,8600000US14814,14814.0,ZCTA5 14814,62338.0
2764,,,,,,14815.0,,,,,,,,8600000US14815,14815.0,ZCTA5 14815,45000.0
2765,,,,,,14816.0,,,,,,,,8600000US14816,14816.0,ZCTA5 14816,49083.0
2766,,,,,,14817.0,,,,,,,,8600000US14817,14817.0,ZCTA5 14817,49931.0
2767,,,,,,14818.0,,,,,,,,8600000US14818,14818.0,ZCTA5 14818,53281.0
2768,,,,,,14819.0,,,,,,,,8600000US14819,14819.0,ZCTA5 14819,36375.0
2769,,,,,,14820.0,,,,,,,,8600000US14820,14820.0,ZCTA5 14820,42045.0
2770,,,,,,14821.0,,,,,,,,8600000US14821,14821.0,ZCTA5 14821,51210.0
2771,,,,,,14822.0,,,,,,,,8600000US14822,14822.0,ZCTA5 14822,36250.0
2772,,,,,,14823.0,,,,,,,,8600000US14823,14823.0,ZCTA5 14823,49360.0
2773,,,,,,14824.0,,,,,,,,8600000US14824,14824.0,ZCTA5 14824,43750.0
2774,,,,,,14825.0,,,,,,,,8600000US14825,14825.0,ZCTA5 14825,55804.0
2775,,,,,,14826.0,,,,,,,,8600000US14826,14826.0,ZCTA5 14826,40170.0
2776,,,,,,14827.0,,,,,,,,8600000US14827,14827.0,ZCTA5 14827,
2777,,,,,,14830.0,,,,,,,,8600000US14830,14830.0,ZCTA5 14830,53294.0
2778,,,,,,14836.0,,,,,,,,8600000US14836,14836.0,ZCTA5 14836,65625.0
2779,,,,,,14837.0,,,,,,,,8600000US14837,14837.0,ZCTA5 14837,45990.0
2780,,,,,,14838.0,,,,,,,,8600000US14838,14838.0,ZCTA5 14838,55057.0
2781,,,,,,14839.0,,,,,,,,8600000US14839,14839.0,ZCTA5 14839,52031.0
2782,,,,,,14840.0,,,,,,,,8600000US14840,14840.0,ZCTA5 14840,54500.0
2783,,,,,,14841.0,,,,,,,,8600000US14841,14841.0,ZCTA5 14841,78250.0
2784,,,,,,14842.0,,,,,,,,8600000US14842,14842.0,ZCTA5 14842,53278.0
2785,,,,,,14843.0,,,,,,,,8600000US14843,14843.0,ZCTA5 14843,40511.0
2786,,,,,,14845.0,,,,,,,,8600000US14845,14845.0,ZCTA5 14845,63377.0
2787,,,,,,14846.0,,,,,,,,8600000US14846,14846.0,ZCTA5 14846,46389.0
2788,,,,,,14847.0,,,,,,,,8600000US14847,14847.0,ZCTA5 14847,46406.0
2789,,,,,,14850.0,,,,,,,,8600000US14850,14850.0,ZCTA5 14850,48088.0
2790,,,,,,14853.0,,,,,,,,8600000US14853,14853.0,ZCTA5 14853,
2791,,,,,,14854.0,,,,,,,,8600000US14854,14854.0,ZCTA5 14854,
2792,,,,,,14855.0,,,,,,,,8600000US14855,14855.0,ZCTA5 14855,45329.0
2793,,,,,,14856.0,,,,,,,,8600000US14856,14856.0,ZCTA5 14856,
2794,,,,,,14858.0,,,,,,,,8600000US14858,14858.0,ZCTA5 14858,51023.0
2795,,,,,,14859.0,,,,,,,,8600000US14859,14859.0,ZCTA5 14859,50781.0
2796,,,,,,14860.0,,,,,,,,8600000US14860,14860.0,ZCTA5 14860,53500.0
2797,,,,,,14861.0,,,,,,,,8600000US14861,14861.0,ZCTA5 14861,49688.0
2798,,,,,,14864.0,,,,,,,,8600000US14864,14864.0,ZCTA5 14864,64468.0
2799,,,,,,14865.0,,,,,,,,8600000US14865,14865.0,ZCTA5 14865,37821.0
2800,,,,,,14867.0,,,,,,,,8600000US14867,14867.0,ZCTA5 14867,44306.0
2801,,,,,,14869.0,,,,,,,,8600000US14869,14869.0,ZCTA5 14869,49231.0
2802,,,,,,14870.0,,,,,,,,8600000US14870,14870.0,ZCTA5 14870,62813.0
2803,,,,,,14871.0,,,,,,,,8600000US14871,14871.0,ZCTA5 14871,62212.0
2804,,,,,,14872.0,,,,,,,,8600000US14872,14872.0,ZCTA5 14872,51958.0
2805,,,,,,14873.0,,,,,,,,8600000US14873,14873.0,ZCTA5 14873,46987.0
2806,,,,,,14874.0,,,,,,,,8600000US14874,14874.0,ZCTA5 14874,34028.0
2807,,,,,,14877.0,,,,,,,,8600000US14877,14877.0,ZCTA5 14877,51094.0
2808,,,,,,14878.0,,,,,,,,8600000US14878,14878.0,ZCTA5 14878,69318.0
2809,,,,,,14879.0,,,,,,,,8600000US14879,14879.0,ZCTA5 14879,47214.0
2810,,,,,,14880.0,,,,,,,,8600000US14880,14880.0,ZCTA5 14880,49922.0
2811,,,,,,14881.0,,,,,,,,8600000US14881,14881.0,ZCTA5 14881,
2812,,,,,,14882.0,,,,,,,,8600000US14882,14882.0,ZCTA5 14882,69097.0
2813,,,,,,14883.0,,,,,,,,8600000US14883,14883.0,ZCTA5 14883,51447.0
2814,,,,,,14884.0,,,,,,,,8600000US14884,14884.0,ZCTA5 14884,47500.0
2815,,,,,,14885.0,,,,,,,,8600000US14885,14885.0,ZCTA5 14885,47375.0
2816,,,,,,14886.0,,,,,,,,8600000US14886,14886.0,ZCTA5 14886,66450.0
2817,,,,,,14889.0,,,,,,,,8600000US14889,14889.0,ZCTA5 14889,49853.0
